Legal Description,Legal Description Link,Address
L21 B4 M8-159,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00080159&Close=True,1000 CLANTON RD CHARLOTTE NC 28217
L1 B9 M14-119,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00140119&Close=True,1009 CLAREMONT RD CHARLOTTE NC 28214
N/A,N/A,1000 CLIFTON ST CHARLOTTE NC 28216
L6 BE M1166-665,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Deed&Instrument=11660665&Close=True,1000 CODDINGTON PL CHARLOTTE NC 28211
L1 B4 M9-243,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00090243&Close=True,1000 COMSTOCK DR CHARLOTTE NC 28217
L7B1M19-164 1000 CONESTOGA DR,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00190164&Close=True,1000 CONESTOGA DR CHARLOTTE NC 28270
L4 B3 M17-350,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00170350&Close=True,1000 COUNTRY PLACE DR MATTHEWS NC 28105
L22 B11 M20-125,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00200125&Close=True,1000 COVEWOOD CT CHARLOTTE NC 28270
L17 B7 M6-232,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00060232&Close=True,1000 CRESTMERE ST CHARLOTTE NC 28208
P5 &6 B8 M6-232,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00060232&Close=True,1000 DAVENPORT ST CHARLOTTE NC 28208
L38 B5 M8-47,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00080047&Close=True,1000 DELMAR LN CHARLOTTE NC 28217
L19 B2 M4-459,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00040459&Close=True,1000 DRUID CR CHARLOTTE NC 28206
N/A,N/A,Failed to retrieve address
L7 B30 M7 627 1000 DUDLEY DR,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00070627&Close=True,1000 DUDLEY DR CHARLOTTE NC 28205
L5B9M14-119,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00140119&Close=True,1006 DUNLEIGH DR CHARLOTTE NC 28214
L12 M16-23,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00160023&Close=True,1000 EAGLEWOOD AV CHARLOTTE NC 28212
N/A,N/A,1000 EAST BV CHARLOTTE NC 28203
L12 BC M10 155 1000 ECHO GLEN,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00100155&Close=True,1000 ECHO GLEN RD CHARLOTTE NC 28213
L6 B11 M13-225,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00130225&Close=True,1000 EDGEGREEN DR CHARLOTTE NC 28217
L8 B1 M20-762,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00200762&Close=True,1000 ELDORADO AV CHARLOTTE NC 28262
N/A,N/A,Failed to retrieve address
N/A,N/A,1000 EXCHANGE ST CHARLOTTE NC 282081000 EXCHANGE ST CHARLOTTE NC 282081000 EXCHANGE ST C CHARLOTTE NC 28208
L13A M73-438,https://meckrod.manatron.com/RealEstate/SearchDetail.aspx?bk=73&pg=438&type=BkPg,1000 FAIRGROUND ST CHARLOTTE NC 28208
